Tag	g__Streptococcus	g__Prevotella	g__Sphingomonas	g__Veillonella	g__Escherichia	g__Pauljensenia	g__Neisseria	g__Rothia	g__Acinetobacter	g__Moraxella_A	g__Haemophilus	g__Granulicatella	g__Haemophilus_D	g__Actinomyces	g__Brevundimonas	g__Alloprevotella	g__Porphyromonas	g__Anaeroglobus	g__Fusobacterium	g__Lancefieldella	g__Gemella	g__Moraxella	g__Pseudomonas	g__Klebsiella	g__Nanosynbacter	g__Capnocytophaga	g__Achromobacter	g__Campylobacter_A	g__Lachnoanaerobaculum	g__Leptotrichia	g__Leptotrichia_A	g__Candidatus_Minimicrobia	g__Noviherbaspirillum_A	g__JABCPH02	g__Abiotrophia	g__Corynebacterium	g__Cutibacterium	g__Centipeda	g__Tannerella	g__Bulleidia	g__Lactobacillus	g__Oribacterium	g__F0422	g__Sphingomicrobium	g__Lautropia	g__Moryella	g__Methylobacterium	g__Mogibacterium	g__Cardiobacterium	g__Bordetella	g__Enterococcus	g__Nanogingivalis	g__Faecalibacterium	g__Staphylococcus	g__Eikenella	g__Enterobacter	g__Bifidobacterium	g__Acidovorax	g__Blastomonas	g__Microvirga	g__Nanosyncoccus	g__Haemophilus_A	g__Peptostreptococcus	g__Arachnia	g__Bradyrhizobium	g__Alistipes	g__Catonella	g__Campylobacter_B	g__Ottowia	g__CAJPNX01	g__Aggregatibacter	g__Afipia	g__Agromyces	g__Ralstonia	g__Metamycoplasma	g__Dolosigranulum	g__Akkermansia	g__Candidatus_Nanosynbacter	g__Pseudomonas_E	g__Parvimonas	g__Diaphorobacter	g__Deinococcus	g__Phocaeicola	g__Lysobacter	g__Solobacterium	g__Pseudoxanthomonas_A	g__Duncaniella	g__Fannyhessea	g__Allosphingosinicella	g__Microbacterium	g__Limosilactobacillus	g__Aquabacterium	g__Thiobacillus	g__Bacteroides	g__Treponema	g__Pelomonas	g__Salmonella	g__Gemmiger	g__Tepidimonas	g__Mycobacterium	g__Selenomonas	g__Collinsella	g__Epilithonimonas	g__Peptidiphaga	g__Muribaculum	g__U87765	g__Parafannyhessea	g__Kingella_B	g__Xanthomonas	g__Dialister	g__Dysosmobacter	g__Vescimonas	g__Sutterella	g__Lawsonibacter	g__Acetilactobacillus	g__Hominicoprocola	g__Kingella_A	g__Slackia	g__Agathobacter	g__Bergeyella_A	g__Pseudostreptobacillus	g__Shuttleworthia	g__Scardovia	g__Adlercreutzia	g__Roseburia	g__Lepagella	g__Vibrio	g__Agathobaculum	g__Paracoccus	g__Streptobacillus	g__Paramuribaculum	g__Phascolarctobacterium_A	g__Filifactor	g__Flavonifractor	g__Stenotrophomonas	g__Nocardioides	g__Treponema_D	g__Candidatus_Nanoperiomorbus	g__Fretibacterium	g__Brevibacterium	g__Serratia	g__Candidatus_Nanosynsacchari	g__Olsenella_F	g__Arthrobacter	g__Ligilactobacillus	g__Acetatifactor	g__Propionibacterium	g__Kocuria	g__CAG-266	g__Dyella_B	g__Treponema_B	g__Brachybacterium	g__Fusobacterium_C	g__Jeotgalicoccus	g__Fusicatenibacter	g__Ruminococcus_E	g__Neglectibacter	g__Sphingobium	g__Methylobacillus	g__Nesterenkonia	g__Desulfovibrio	g__Thermus	g__Mesorhizobium	g__Campylobacter	g__Treponema_C	g__Comamonas	g__Salinicoccus	g__Enterococcus_B	g__Variovorax	g__Janibacter	g__Granulimonas	g__Zoogloea	g__Vreelandella	g__Dorea_A	g__Merdivivens	g__Allisonella	g__Roseomonas	g__Otoolea	g__Parabacteroides	g__Vermiculatibacterium	g__Glutamicibacter	g__Micrococcus	g__Piscicoccus	g__Blautia_A	g__Agrobacterium	g__Friedmanniella	g__Mediterraneibacter	g__Nanoperiomorbus	g__Paraprevotella	g__Anaerotignum	g__Blautia	g__Blastococcus	g__Caulobacter	g__Desulfobulbus	g__Nocardiopsis	g__Pyramidobacter	g__Coprococcus	g__Lacticaseibacillus	g__Rhodococcus	g__Hominimerdicola	g__Sediminibacterium	g__Bariatricus	g__Azospira	g__Stutzerimonas	g__Bilophila	g__Eggerthella	g__Cryptobacterium	g__Labilithrix	g__Yimella	g__Aquincola	g__Hominisplanchenecus	g__Ramlibacter	g__Janibacter_A	g__Rubrobacter_E	g__QFOP01	g__Tractidigestivibacter	g__Ezakiella	g__Johnsonella	g__Helicobacter	g__Megasphaera	g__Amaricoccus	g__Barnesiella	g__Nakamurella	g__Roseateles	g__Streptomyces	g__Megasphaera_C	g__Phreatobacter	g__Reyranella	g__Telluria	g__Trinickia	g__Actinomycetospora	g__Gaiella	g__Sorangium	g__Enterorhabdus	g__Solirubrobacter	g__Lachnospira	g__Methylophilus	g__Arsenicicoccus	g__Methylovorus	g__Alistipes_A	g__Jiangella	g__Cloacibacterium	g__Evtepia	g__Ruminococcus_B	g__Cellulomonas_A	g__Azonexus	g__Cellulosimicrobium	g__Curvibacter	g__Aquabacterium_A	g__Gulosibacter	g__Amnibacterium	g__Ruthenibacterium	g__Nocardioides_B	g__Odoribacter	g__Lachnoclostridium_B	g__Mesosutterella	g__Xylanimonas	g__Enterenecus	g__Anaerostipes	g__Hominiventricola	g__Jutongia	g__Paenirhodobacter	g__Isoptericola	g__Hominilimicola	g__Alitiscatomonas	g__Tepidiphilus	g__Aeromicrobium	g__Gordonia	g__Georgenia	g__Sporofaciens	g__Pasteurella	g__Methyloversatilis	g__Gelidibacter	g__Dermacoccus	g__Peptoanaerobacter	g__Psychrobacter
HE0002554-BJ2330	0.755955795	0.020377714	0	0.007793655	0.046261387	0.047736898	0.002785624	0.052038076	0.000181936	0	0.000168008	0.003927731	8.79212E-05	0.002583667	0	0.000663327	0	0.000200217	0.003090302	0.011744018	0.0087634	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100108	0	0.000520564	0	0	0	0.008243707	0	0.00524742	0	0	0.00013667	0	0	0	0	0	0	0	0	9.40148E-05	0	0.012748585	8.87917E-05	0.000564089	0	0	0	0.001023716	0	0	0	0	0	0	0	0	0	0	9.22739E-05	0	0	0	0	0.000298584	0.000302937	0	0	0	0	0	0	0	0	0	0.000156692	0.004199329	0.000173231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00082176	0	0	0	0	0	0	0	0	0.00068509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000142764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HE0002555-BJ2482	0.119167537	0.146188469	0	0.094416471	0.028828531	0.14188143	0.020098616	0.018969733	9.88853E-05	0	6.8459E-05	0.019145374	0.039259202	0.004262096	0	0.08747721	0.039928581	0.018500892	0.044155064	0.003825064	0.008736484	0	0	0	0.010270935	0.021648971	0	0.036910504	0.004942539	0.002283698	0.028030879	0.004094406	0	0	0.000263118	0.000667303	0.000123088	0.005650294	0.0086293	0.00215162	0	0.000896191	0.000117902	0	0	0.000536954	0	0.000633073	0.000730576	0	0	0	0	0	0.011546764	0	0	5.3246E-05	0.000151094	0	4.18361E-05	0	0.001068723	0	0	0	0.001096729	0.007049556	0.011296784	0.000317056	5.01342E-05	0	0	5.35917E-05	0.000356817	0	0	5.56662E-05	6.91506E-05	0.000315327	0	0	0	0	0.000137955	0	5.01342E-05	0	0	0	0	3.94159E-05	0	0.000104072	0.001217741	0	0	0	0	0	0.00029873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.08257E-05	0	0	0	0.000186706	0.000299076	0	0	0	0.000124125	0	0	0	0	0	0	0	0	4.49479E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	9.95769E-05	0	0	4.84054E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.85396E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.15172E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6304E-05	0	0	0	0
HE0002556-BJ3073	0.104041508	0.365403892	0	0.173472841	0.009402542	0.061630785	0.002024287	0.064219935	0	0	0	0.001835256	0.001145642	0.002023331	0	0.000875461	0.000528587	0.066830091	3.72334E-05	0.068143442	0.005504811	0	0	0	0	0.005651199	0	0.00902098	0.002741904	0.002537916	0.008480617	0	0	0.018098921	0.001948865	0	0	0.005789949	0.016943732	0.000468122	0	0.000124111	0	0	4.58257E-05	0	0	0	6.81021E-05	0	0	0	0	0	0	0	0	0	5.18722E-05	0	0	0	0.000376153	0.000273999	0	0	0.000258088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HE0002557-BJ4206	0.219481836	0.178963563	0	0.176415543	0.005117031	0.122376681	0.000155915	0.057021645	0	0	0	0.012078964	0.000874927	0.010381283	0	0.01430436	0.001368159	0.003260735	0	0.050863578	0.001306394	0	0	0	0.000248865	0.029056977	0	0.013475009	0.028949635	0.004185436	0.003145299	0	0	0	0.000654245	0	0	0.046540817	0.004078093	0.002535128	0	0.001739659	0.000289644	0	0	0.003630736	0	0.002890736	0	0	0	0	0	0	0.001614327	0	0	0	0	0	0.000782877	0	0.000280648	0	0	0	0.001616125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000140024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000108241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.68638E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HE0002558-BJ4336	0.926042621	0.005906922	0	0.002084072	0.021499224	0.000382285	0.005842796	0.012749826	0.000341591	0	0	0	0	0.013097583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000152914	0.005284168	0	0	0	0	0.001017372	0.000644951	0.000934749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001411989	0	0	0	0.00018621	0	0	0	0	0	0.000255267	0	0	0	0	0	0	0	0	0	0.000203474	0	0	0	0	0.000229371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000737441	0	0	0	0	0.000145515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000416814	0	0	0	0	0	0	0	0	0	0	0	0	0.000432845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HE0002559-BJ4477	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HE0002560-BJ4844	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HE0002561-BJ5098	0.106987233	0.078558498	0	0.241329972	0.000660247	0.083227742	0	0.07169821	0	0	0	0.009375444	0.000345522	0.235153396	0	6.39422E-05	5.10364E-05	0.00598651	0.000112632	0.078256972	0	0	0	0	0.000221158	0.004985433	0	0.000815703	0.002364685	0.00024081	0.000458448	0.000358428	0	0.053648633	0.001663962	0.01234054	0	0	0.001079977	0	0	0.000493939	0	0	4.98631E-05	0.00434308	0	0	0.000141964	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000226438	0.003979665	0	0	0	4.98631E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.39969E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000111166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000166895	0	0	0	0	0.000331737	0	3.72507E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.90106E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HE0002562-BJ5188	0.035614702	0.352004173	0	0.098461633	0.007639966	0.115578174	0.000223822	7.03821E-05	0.000136762	0	0	0.000568061	0.017936776	0.024498327	0	0.004718941	9.20638E-05	0.023312504	0.009496588	0.002343959	0.014216862	0	0	0	0.035346853	0.001548742	0	0.037440637	0.011847552	0.129907112	0.016267285	0.044988206	0	0	0	3.76928E-05	9.43988E-05	0.001373619	0.001822597	0.0047086	0	0.000843252	0	0	0	0.003061791	0	0.001223849	8.00556E-05	0	0	0	0	0	0	0	0	0	0.000104739	0	0	0	0.000988019	0	0	0	0.000532035	0	0	0	0	0	0	4.46976E-05	0	0	0	0	0	0.000218152	0	0	0	0	0.000237498	0	0	0	0	0	0	3.90271E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000329896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HE0002563-BJ5321	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HE0002564-BJ6277	0.285173209	0.016188682	0	0.031699087	0.005733303	0.031889588	0.282381436	0.032567581	3.87746E-05	0	0.009588287	0.025347637	0.000272265	0.019295987	0	0.004624294	0.023223462	0	0.014921482	0.000606064	0.049568842	0	0	0	0.009389356	0.073106718	0	0.000273671	0.000840397	0	0.00611543	0.002826612	0	0	0.055023138	0.000477377	0.000110704	2.97834E-05	0.00073728	0.00065692	0	7.36155E-05	0	0	0.010402272	0.000229557	0	0	0.000752452	0	0	0	0	0	0.000132059	0	0	0	8.56975E-05	0	0.001344187	0.001656631	0.000131778	0	0	0	0.000219442	6.43434E-05	0	0	0	0	0	0	0	0	0	0.001961209	3.03454E-05	0	0	0	0	0	4.86087E-05	0	0	0	0	0	0	0	0	3.90556E-05	0	0	0	0	0	0	0	0	0	8.87882E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25931E-05	0	0	0
HE0002565-BJ6309	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HE0002566-BJ6357	0.033622821	0.220494044	0	0.22733155	0.00767465	0.045917308	0.000182412	0.020572929	0	0	0	0.001652076	0.005399823	0.002755139	0	0.195569272	0.000144212	0.139660144	0.022206054	0.005472967	0	0	0	0	0	0.009136023	0	0.017503897	0.011140783	0	0.022255507	0	0	0	0.002257354	0.000513775	0	2.96124E-05	0.00507468	0.000984021	0	0.000307081	0	0	3.64233E-05	0.000533616	0	0	0.000768146	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000460769	8.61721E-05	0	0	0.000203141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.35985E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HE0002567-BJ6766	0.103088119	0.179382912	0	0.10694346	0.025636805	0.080285588	0.141366497	0.020669002	0	0	0.00268216	0.036593472	0.109843527	0.00742878	0	0.005998094	0.024198976	0.011223991	0.027886128	0.011522273	0.009708764	0	0	0	0.009799855	0.005410164	0	0.010090697	0.001521776	0.017882058	0.018701888	0.014386617	0	0	4.22716E-05	0.002577076	3.8997E-05	0.000521845	0.001401213	0.004335216	0	0.002484198	0.000494756	0	0	0	0	0.001047858	0.001292259	0	0	0	0	0	0.000344126	0	0	0	0	0	0.001308037	0	0.000292329	0	0	0	0.000272978	5.44767E-05	0	0	8.30547E-05	0	0	0	0	0	0	0	0	3.4234E-05	0	0	0	0	0.000253332	0	0	0	0	0	0	0	0	0	3.86993E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000287566	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000150927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000128601	0	0	0	0.000169086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.98901E-05	0	0	0	0	0	0	0	0	0	0	0	5.53698E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HE0002568-BJ6778	0.279931676	0.113086207	0	0.076752878	0.045619787	0.034510515	0.140171883	0.030441465	0	0	0.01932464	0.055071081	0.095465907	0.016399483	0	0.000615045	0.033212431	0.002266498	0.002559082	0.002204341	0.015077703	0	0	0	0.007308081	0.002949193	0	0.001497605	0.000879813	0.000483176	0.001923432	0.001583458	0	0	0.005207793	0.003196449	0	0.00018132	0.00047253	0.001837237	0.000604399	0.000577614	0.000286059	0	0	8.8256E-05	0	0.000442654	0	0	0	0	0	0	0.000412778	0	0	0	9.13467E-05	0	0.003014785	0	0.000601652	0	0	0	0.00010474	0.001343071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011985	0	4.15525E-05	0	0	0	0.000249658	0	0	0	0	0	0	0	0	0	0	0	0	9.20335E-05	0	0	0	0	0	9.03165E-05	0	0	0	0	0	0	0	9.13467E-05	0	0	0	0.000968413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000158655	0	0.000105083	0	0.000285029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HE0002569-BJ6809	0.002211794	0	0	0	0.997788206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
